iso639_3,iso639_1,iso639_2t,iso639_2b,name_en,name_native,family,scope,type
bim,,,,Bimoba,,,I,L
bin,,bin,bin,Bini,,,I,L
bio,,,,Nai,,,I,L
bip,,,,Bila,,,I,L
biq,,,,Bipi,,,I,L
bir,,,,Bisorio,,,I,L
bis,bi,bis,bis,Bislama,Bislama,Creole,I,L
bit,,,,Berinomo,,,I,L
biu,,,,Biete,,,I,L
biv,,,,Southern Birifor,,,I,L
biw,,,,Kol (Cameroon),,,I,L
bix,,,,Bijori,,,I,L
biy,,,,Birhor,,,I,L
biz,,,,Baloi,,,I,L
bja,,,,Budza,,,I,L
bjb,,,,Banggarla,,,I,E
bjc,,,,Bariji,,,I,L
bje,,,,Biao-Jiao Mien,,,I,L
bjf,,,,Barzani Jewish Neo-Aramaic,,,I,L
bjg,,,,Bidyogo,,,I,L
bjh,,,,Bahinemo,,,I,L
bji,,,,Burji,,,I,L
bjj,,,,Kanauji,,,I,L
bjk,,,,Barok,,,I,L
bjl,,,,Bulu (Papua New Guinea),,,I,L
bjm,,,,Bajelani,,,I,L
bjn,,,,Banjar,,,I,L
bjo,,,,Mid-Southern Banda,,,I,L
bjp,,,,Fanamaket,,,I,L
bjr,,,,Binumarien,,,I,L
bjs,,,,Bajan,,,I,L
bjt,,,,Balanta-Ganja,,,I,L
bju,,,,Busuu,,,I,L
bjv,,,,Bedjond,,,I,L
bjw,,,,Bakwé,,,I,L
bjx,,,,Banao Itneg,,,I,L
bjy,,,,Bayali,,,I,E
bjz,,,,Baruga,,,I,L
bka,,,,Kyak,,,I,L
bkc,,,,Baka (Cameroon),,,I,L
bkd,,,,Binukid,,,I,L
bkf,,,,Beeke,,,I,L
bkg,,,,Buraka,,,I,L
bkh,,,,Bakoko,,,I,L
bki,,,,Baki,,,I,L
bkj,,,,Pande,,,I,L
bkk,,,,Brokskat,,,I,L
bkl,,,,Berik,,,I,L
bkm,,,,Kom (Cameroon),,,I,L
bkn,,,,Bukitan,,,I,L
bko,,,,Kwa',,,I,L
bkp,,,,Boko (Democratic Republic of Congo),,,I,L
bkq,,,,Bakairí,,,I,L
bkr,,,,Bakumpai,,,I,L
bks,,,,Northern Sorsoganon,,,I,L
bkt,,,,Boloki,,,I,L
bku,,,,Buhid,,,I,L
bkv,,,,Bekwarra,,,I,L
bkw,,,,Bekwel,,,I,L
bkx,,,,Baikeno,,,I,L
bky,,,,Bokyi,,,I,L
bkz,,,,Bungku,,,I,L
bla,,bla,bla,Siksika,,,I,L
blb,,,,Bilua,,,I,L
blc,,,,Bella Coola,,,I,L
bld,,,,Bolango,,,I,L
ble,,,,Balanta-Kentohe,,,I,L
blf,,,,Buol,,,I,L
blh,,,,Kuwaa,,,I,L
bli,,,,Bolia,,,I,L
blj,,,,Bolongan,,,I,L
blk,,,,Pa'o Karen,,,I,L
bll,,,,Biloxi,,,I,E
blm,,,,Beli (South Sudan),,,I,L
bln,,,,Southern Catanduanes Bikol,,,I,L
blo,,,,Anii,,,I,L
blp,,,,Blablanga,,,I,L
blq,,,,Baluan-Pam,,,I,L
blr,,,,Blang,,,I,L
bls,,,,Balaesang,,,I,L
blt,,,,Tai Dam,,,I,L
blv,,,,Kibala,,,I,L
blw,,,,Balangao,,,I,L
blx,,,,Mag-Indi Ayta,,,I,L
bly,,,,Notre,,,I,L
blz,,,,Balantak,,,I,L
bma,,,,Lame,,,I,L
bmb,,,,Bembe,,,I,L
bmc,,,,Biem,,,I,L
bmd,,,,Baga Manduri,,,I,L
bme,,,,Limassa,,,I,L
bmf,,,,Bom-Kim,,,I,L
bmg,,,,Bamwe,,,I,L
bmh,,,,Kein,,,I,L
bmi,,,,Bagirmi,,,I,L
bmj,,,,Bote-Majhi,,,I,L
bmk,,,,Ghayavi,,,I,L
bml,,,,Bomboli,,,I,L
bmm,,,,Northern Betsimisaraka Malagasy,,,I,L
bmn,,,,Bina (Papua New Guinea),,,I,E
bmo,,,,Bambalang,,,I,L
bmp,,,,Bulgebi,,,I,L
bmq,,,,Bomu,,,I,L
bmr,,,,Muinane,,,I,L
bms,,,,Bilma Kanuri,,,I,L
bmt,,,,Biao Mon,,,I,L
bmu,,,,Somba-Siawari,,,I,L
bmv,,,,Bum,,,I,L
bmw,,,,Bomwali,,,I,L
bmx,,,,Baimak,,,I,L
bmz,,,,Baramu,,,I,L
bna,,,,Bonerate,,,I,L
bnb,,,,Bookan,,,I,L
bnc,,,,Bontok,,,M,L
bnd,,,,Banda (Indonesia),,,I,L
bne,,,,Bintauna,,,I,L
bnf,,,,Masiwang,,,I,L
bng,,,,Benga,,,I,L
bni,,,,Bangi,,,I,L
bnj,,,,Eastern Tawbuid,,,I,L
bnk,,,,Bierebo,,,I,L
bnl,,,,Boon,,,I,L
bnm,,,,Batanga,,,I,L
bnn,,,,Bunun,,,I,L
bno,,,,Bantoanon,,,I,L
bnp,,,,Bola,,,I,L
bnq,,,,Bantik,,,I,L
bnr,,,,Butmas-Tur,,,I,L
bns,,,,Bundeli,,,I,L
bnu,,,,Bentong,,,I,L
bnv,,,,Bonerif,,,I,L
bnw,,,,Bisis,,,I,L
bnx,,,,Bangubangu,,,I,L
bny,,,,Bintulu,,,I,L
bnz,,,,Beezen,,,I,L
boa,,,,Bora,,,I,L
bob,,,,Aweer,,,I,L
bod,bo,bod,tib,Tibetan,བོད་ཡིག,Sino-Tibetan,I,L
boe,,,,Mundabli-Mufu,,,I,L
bof,,,,Bolon,,,I,L
bog,,,,Bamako Sign Language,,,I,L
boh,,,,Boma,,,I,L
boi,,,,Barbareño,,,I,E
boj,,,,Anjam,,,I,L
bok,,,,Bonjo,,,I,L
bol,,,,Bole,,,I,L
bom,,,,Berom,,,I,L
bon,,,,Bine,,,I,L
boo,,,,Tiemacèwè Bozo,,,I,L
bop,,,,Bonkiman,,,I,L
boq,,,,Bogaya,,,I,L
bor,,,,Borôro,,,I,L
bos,bs,bos,bos,Bosnian,bosanski jezik,Indo-European,I,L
bot,,,,Bongo,,,I,L
bou,,,,Bondei,,,I,L
bov,,,,Tuwuli,,,I,L
bow,,,,Rema,,,I,E
box,,,,Buamu,,,I,L
boy,,,,Bodo (Central African Republic),,,I,L
boz,,,,Tiéyaxo Bozo,,,I,L
bpa,,,,Daakaka,,,I,L
bpc,,,,Mbuk,,,I,L
bpd,,,,Banda-Banda,,,I,L
bpe,,,,Bauni,,,I,L
bpg,,,,Bonggo,,,I,L
bph,,,,Botlikh,,,I,L
bpi,,,,Bagupi,,,I,L
bpj,,,,Binji,,,I,L
bpk,,,,Orowe,,,I,L
bpl,,,,Broome Pearling Lugger Pidgin,,,I,L
bpm,,,,Biyom,,,I,L
bpn,,,,Dzao Min,,,I,L
bpo,,,,Anasi,,,I,L
bpp,,,,Kaure,,,I,L
bpq,,,,Banda Malay,,,I,L
bpr,,,,Koronadal Blaan,,,I,L
bps,,,,Sarangani Blaan,,,I,L
bpt,,,,Barrow Point,,,I,E
bpu,,,,Bongu,,,I,L
bpv,,,,Bian Marind,,,I,L
bpw,,,,Bo (Papua New Guinea),,,I,L
bpx,,,,Palya Bareli,,,I,L
bpy,,,,Bishnupriya,,,I,L
bpz,,,,Bilba,,,I,L
bqa,,,,Tchumbuli,,,I,L
bqb,,,,Bagusa,,,I,L
bqc,,,,Boko (Benin),,,I,L
bqd,,,,Bung,,,I,L
bqf,,,,Baga Kaloum,,,I,E
bqg,,,,Bago-Kusuntu,,,I,L
bqh,,,,Baima,,,I,L
bqi,,,,Bakhtiari,,,I,L
bqj,,,,Bandial,,,I,L
bqk,,,,Banda-Mbrès,,,I,L
bql,,,,Karian,,,I,L
bqm,,,,Wumboko,,,I,L
bqn,,,,Bulgarian Sign Language,,,I,L
bqo,,,,Balo,,,I,L
bqp,,,,Busa,,,I,L
bqq,,,,Biritai,,,I,L
bqr,,,,Burusu,,,I,L
bqs,,,,Bosngun,,,I,L
bqt,,,,Bamukumbit,,,I,L
bqu,,,,Boguru,,,I,L
bqv,,,,Koro Wachi,,,I,L
bqw,,,,Buru (Nigeria),,,I,L
bqx,,,,Baangi,,,I,L
bqy,,,,Bengkala Sign Language,,,I,L
bqz,,,,Bakaka,,,I,L
bra,,bra,bra,Braj,,,I,L
brb,,,,Brao,,,I,L
brc,,,,Berbice Creole Dutch,,,I,E
brd,,,,Baraamu,,,I,L
bre,br,bre,bre,Breton,brezhoneg,Indo-European,I,L
brf,,,,Bira,,,I,L
brg,,,,Baure,,,I,L
brh,,,,Brahui,,,I,L
bri,,,,Mokpwe,,,I,L
brj,,,,Bieria,,,I,L
brk,,,,Birked,,,I,E
brl,,,,Birwa,,,I,L
brm,,,,Barambu,,,I,L
brn,,,,Boruca,,,I,L
bro,,,,Brokkat,,,I,L
brp,,,,Barapasi,,,I,L
brq,,,,Breri,,,I,L
brr,,,,Birao,,,I,L
brs,,,,Baras,,,I,L
brt,,,,Bitare,,,I,L
bru,,,,Eastern Bru,,,I,L
brv,,,,Western Bru,,,I,L
brw,,,,Bellari,,,I,L
brx,,,,Bodo (India),,,I,L
bry,,,,Burui,,,I,L
brz,,,,Bilbil,,,I,L
bsa,,,,Abinomn,,,I,L
bsb,,,,Brunei Bisaya,,,I,L
bsc,,,,Bassari,,,I,L
bse,,,,Wushi,,,I,L
bsf,,,,Bauchi,,,I,L
bsg,,,,Bashkardi,,,I,L
bsh,,,,Kati,,,I,L
bsi,,,,Bassossi,,,I,L
bsj,,,,Bangwinji,,,I,L
bsk,,,,Burushaski,,,I,L
bsl,,,,Basa-Gumna,,,I,E
bsm,,,,Busami,,,I,L
bsn,,,,Barasana-Eduria,,,I,L
bso,,,,Buso,,,I,L
bsp,,,,Baga Sitemu,,,I,L
bsq,,,,Bassa,,,I,L
bsr,,,,Bassa-Kontagora,,,I,L
bss,,,,Akoose,,,I,L
bst,,,,Basketo,,,I,L
bsu,,,,Bahonsuai,,,I,L
bsv,,,,Baga Sobané,,,I,E
bsw,,,,Baiso,,,I,L
bsx,,,,Yangkam,,,I,L
bsy,,,,Sabah Bisaya,,,I,L
bta,,,,Bata,,,I,L
btc,,,,Bati (Cameroon),,,I,L
btd,,,,Batak Dairi,,,I,L
bte,,,,Gamo-Ningi,,,I,E
btf,,,,Birgit,,,I,L
btg,,,,Gagnoa Bété,,,I,L
bth,,,,Biatah Bidayuh,,,I,L
bti,,,,Burate,,,I,L
btj,,,,Bacanese Malay,,,I,L
btm,,,,Batak Mandailing,,,I,L
btn,,,,Ratagnon,,,I,L
bto,,,,Rinconada Bikol,,,I,L
btp,,,,Budibud,,,I,L
btq,,,,Batek,,,I,L
btr,,,,Baetora,,,I,L
bts,,,,Batak Simalungun,,,I,L
btt,,,,Bete-Bendi,,,I,L
btu,,,,Batu,,,I,L
btv,,,,Bateri,,,I,L
btw,,,,Butuanon,,,I,L
btx,,,,Batak Karo,,,I,L
bty,,,,Bobot,,,I,L
btz,,,,Batak Alas-Kluet,,,I,L
bua,,bua,bua,Buriat,,,M,L
bub,,,,Bua,,,I,L
buc,,,,Bushi,,,I,L
bud,,,,Ntcham,,,I,L
bue,,,,Beothuk,,,I,E
buf,,,,Bushoong,,,I,L
bug,,bug,bug,Buginese,,,I,L
buh,,,,Younuo Bunu,,,I,L
bui,,,,Bongili,,,I,L
buj,,,,Basa-Gurmana,,,I,L
buk,,,,Bugawac,,,I,L
bul,bg,bul,bul,Bulgarian,български език,Indo-European,I,L
bum,,,,Bulu (Cameroon),,,I,L
bun,,,,Sherbro,,,I,L
buo,,,,Terei,,,I,L
bup,,,,Busoa,,,I,L
buq,,,,Brem,,,I,L
bus,,,,Bokobaru,,,I,L
but,,,,Bungain,,,I,L
buu,,,,Budu,,,I,L
buv,,,,Bun,,,I,L
buw,,,,Bubi,,,I,L
bux,,,,Boghom,,,I,L
buy,,,,Bullom So,,,I,L
buz,,,,Bukwen,,,I,L
bva,,,,Barein,,,I,L
bvb,,,,Bube,,,I,L
bvc,,,,Baelelea,,,I,L
bvd,,,,Baeggu,,,I,L
bve,,,,Berau Malay,,,I,L
bvf,,,,Boor,,,I,L
bvg,,,,Bonkeng,,,I,L
bvh,,,,Bure,,,I,L
bvi,,,,Belanda Viri,,,I,L
bvj,,,,Baan,,,I,L
bvk,,,,Bukat,,,I,L
bvl,,,,Bolivian Sign Language,,,I,L
bvm,,,,Bamunka,,,I,L
bvn,,,,Buna,,,I,L
bvo,,,,Bolgo,,,I,L
bvp,,,,Bumang,,,I,L
bvq,,,,Birri,,,I,L
bvr,,,,Burarra,,,I,L
bvt,,,,Bati (Indonesia),,,I,L
bvu,,,,Bukit Malay,,,I,L
bvv,,,,Baniva,,,I,E
bvw,,,,Boga,,,I,L
bvx,,,,Dibole,,,I,L
bvy,,,,Baybayanon,,,I,L
bvz,,,,Bauzi,,,I,L
bwa,,,,Bwatoo,,,I,L
bwb,,,,Namosi-Naitasiri-Serua,,,I,L
bwc,,,,Bwile,,,I,L
bwd,,,,Bwaidoka,,,I,L
bwe,,,,Bwe Karen,,,I,L
bwf,,,,Boselewa,,,I,L
bwg,,,,Barwe,,,I,L
bwh,,,,Bishuo,,,I,L
bwi,,,,Baniwa,,,I,L
bwj,,,,Láá Láá Bwamu,,,I,L
bwk,,,,Bauwaki,,,I,L
bwl,,,,Bwela,,,I,L
bwm,,,,Biwat,,,I,L
bwn,,,,Wunai Bunu,,,I,L
bwo,,,,Boro (Ethiopia),,,I,L
bwp,,,,Mandobo Bawah,,,I,L
bwq,,,,Southern Bobo Madaré,,,I,L
bwr,,,,Bura-Pabir,,,I,L
bws,,,,Bomboma,,,I,L
bwt,,,,Bafaw-Balong,,,I,L
bwu,,,,Buli (Ghana),,,I,L
bww,,,,Bwa,,,I,L
bwx,,,,Bu-Nao Bunu,,,I,L
bwy,,,,Cwi Bwamu,,,I,L
bwz,,,,Bwisi,,,I,L
bxa,,,,Tairaha,,,I,L
bxb,,,,Belanda Bor,,,I,L
bxc,,,,Molengue,,,I,L
bxd,,,,Pela,,,I,L
bxe,,,,Birale,,,I,L
bxf,,,,Bilur,,,I,L
bxg,,,,Bangala,,,I,L
bxh,,,,Buhutu,,,I,L
bxi,,,,Pirlatapa,,,I,E
bxj,,,,Bayungu,,,I,L
bxk,,,,Bukusu,,,I,L
bxl,,,,Jalkunan,,,I,L
bxm,,,,Mongolia Buriat,,,I,L
bxn,,,,Burduna,,,I,L
bxo,,,,Barikanchi,,,I,L
bxp,,,,Bebil,,,I,L
bxq,,,,Beele,,,I,L
bxr,,,,Russia Buriat,,,I,L
bxs,,,,Busam,,,I,L
bxu,,,,China Buriat,,,I,L
bxv,,,,Berakou,,,I,L
bxw,,,,Bankagooma,,,I,L
bxz,,,,Binahari,,,I,L
bya,,,,Batak,,,I,L
byb,,,,Bikya,,,I,L
byc,,,,Ubaghara,,,I,L
byd,,,,Benyadu',,,I,L
bye,,,,Pouye,,,I,L
byf,,,,Bete,,,I,L
byg,,,,Baygo,,,I,E
byh,,,,Bhujel,,,I,L
byi,,,,Buyu,,,I,L
byj,,,,Bina (Nigeria),,,I,L
byk,,,,Biao,,,I,L
byl,,,,Bayono,,,I,L
bym,,,,Bidjara,,,I,L
byn,,byn,byn,Bilin,,,I,L
byo,,,,Biyo,,,I,L
byp,,,,Bumaji,,,I,L
byq,,,,Basay,,,I,E
byr,,,,Baruya,,,I,L
bys,,,,Burak,,,I,L
byt,,,,Berti,,,I,E
byv,,,,Medumba,,,I,L
byw,,,,Belhariya,,,I,L
byx,,,,Qaqet,,,I,L
byz,,,,Banaro,,,I,L
bza,,,,Bandi,,,I,L
bzb,,,,Andio,,,I,L
bzc,,,,Southern Betsimisaraka Malagasy,,,I,L
bzd,,,,Bribri,,,I,L
bze,,,,Jenaama Bozo,,,I,L
bzf,,,,Boikin,,,I,L
bzg,,,,Babuza,,,I,L
bzh,,,,Mapos Buang,,,I,L
bzi,,,,Bisu,,,I,L
bzj,,,,Belize Kriol English,,,I,L
bzk,,,,Nicaragua Creole English,,,I,L
bzl,,,,Boano (Sulawesi),,,I,L
bzm,,,,Bolondo,,,I,L
bzn,,,,Boano (Maluku),,,I,L
bzo,,,,Bozaba,,,I,L
bzp,,,,Kemberano,,,I,L
bzq,,,,Buli (Indonesia),,,I,L
bzr,,,,Biri,,,I,E
bzs,,,,Brazilian Sign Language,,,I,L
bzt,,,,Brithenig,,,I,C
bzu,,,,Burmeso,,,I,L
bzv,,,,Naami,,,I,L
bzw,,,,Basa (Nigeria),,,I,L
bzx,,,,Kɛlɛngaxo Bozo,,,I,L
bzy,,,,Obanliku,,,I,L
bzz,,,,Evant,,,I,L
caa,,,,Chortí,,,I,L
cab,,,,Garifuna,,,I,L
cac,,,,Chuj,,,I,L
cad,,cad,cad,Caddo,,,I,L
cae,,,,Lehar,,,I,L
caf,,,,Southern Carrier,,,I,L
cag,,,,Nivaclé,,,I,L
cah,,,,Cahuarano,,,I,L
caj,,,,Chané,,,I,E
cak,,,,Kaqchikel,,,I,L
cal,,,,Carolinian,,,I,L
cam,,,,Cemuhî,,,I,L
can,,,,Chambri,,,I,L
cao,,,,Chácobo,,,I,L
cap,,,,Chipaya,,,I,L
caq,,,,Car Nicobarese,,,I,L
car,,car,car,Galibi Carib,,,I,L
cas,,,,Tsimané,,,I,L
cat,ca,cat,cat,Catalan,català,Indo-European,I,L
cav,,,,Cavineña,,,I,L
caw,,,,Callawalla,,,I,L
cax,,,,Chiquitano,,,I,L
cay,,,,Cayuga,,,I,L
caz,,,,Canichana,,,I,E
cbb,,,,Cabiyarí,,,I,L
cbc,,,,Carapana,,,I,L
cbd,,,,Carijona,,,I,L
cbg,,,,Chimila,,,I,L
cbi,,,,Chachi,,,I,L
cbj,,,,Ede Cabe,,,I,L
cbk,,,,Chavacano,,,I,L
cbl,,,,Bualkhaw Chin,,,I,L
cbn,,,,Nyahkur,,,I,L
cbo,,,,Izora,,,I,L
cbq,,,,Tsucuba,,,I,L
cbr,,,,Cashibo-Cacataibo,,,I,L
cbs,,,,Cashinahua,,,I,L
cbt,,,,Chayahuita,,,I,L
cbu,,,,Candoshi-Shapra,,,I,L
cbv,,,,Cacua,,,I,L
cbw,,,,Kinabalian,,,I,L
cby,,,,Carabayo,,,I,L
ccc,,,,Chamicuro,,,I,L
ccd,,,,Cafundo Creole,,,I,L
cce,,,,Chopi,,,I,L
ccg,,,,Samba Daka,,,I,L
cch,,,,Atsam,,,I,L
ccj,,,,Kasanga,,,I,L
ccl,,,,Cutchi-Swahili,,,I,L
ccm,,,,Malaccan Creole Malay,,,I,L
cco,,,,Comaltepec Chinantec,,,I,L
ccp,,,,Chakma,,,I,L
ccr,,,,Cacaopera,,,I,E
cda,,,,Choni,,,I,L
cde,,,,Chenchu,,,I,L
cdf,,,,Chiru,,,I,L
cdh,,,,Chambeali,,,I,L
cdi,,,,Chodri,,,I,L
cdj,,,,Churahi,,,I,L
cdm,,,,Chepang,,,I,L
cdn,,,,Chaudangsi,,,I,L
cdo,,,,Min Dong Chinese,,,I,L
cdr,,,,Cinda-Regi-Tiyal,,,I,L
cds,,,,Chadian Sign Language,,,I,L
cdy,,,,Chadong,,,I,L
cdz,,,,Koda,,,I,L
cea,,,,Lower Chehalis,,,I,E
ceb,,ceb,ceb,Cebuano,,,I,L
ceg,,,,Chamacoco,,,I,L
cek,,,,Eastern Khumi Chin,,,I,L
cen,,,,Cen,,,I,L
ces,cs,ces,cze,Czech,"čeština, český jazyk",Indo-European,I,L
cet,,,,Centúúm,,,I,L
cey,,,,Ekai Chin,,,I,L
cfa,,,,Dijim-Bwilim,,,I,L
cfd,,,,Cara,,,I,L
cfg,,,,Como Karim,,,I,L
cfm,,,,Falam Chin,,,I,L
cga,,,,Changriwa,,,I,L
cgc,,,,Kagayanen,,,I,L
cgg,,,,Chiga,,,I,L
cgk,,,,Chocangacakha,,,I,L
cha,ch,cha,cha,Chamorro,Chamoru,Austronesian,I,L
chb,,chb,chb,Chibcha,,,I,E
chc,,,,Catawba,,,I,E
chd,,,,Highland Oaxaca Chontal,,,I,L
che,ce,che,che,Chechen,нохчийн мотт,Northeast Caucasian,I,L
chf,,,,Tabasco Chontal,,,I,L
chg,,chg,chg,Chagatai,,,I,E
chh,,,,Chinook,,,I,E
chj,,,,Ojitlán Chinantec,,,I,L
chk,,chk,chk,Chuukese,,,I,L
chl,,,,Cahuilla,,,I,L
chm,,chm,chm,Mari (Russia),,,M,L
chn,,chn,chn,Chinook jargon,,,I,L
cho,,cho,cho,Choctaw,,,I,L
chp,,chp,chp,Chipewyan,,,I,L
chq,,,,Quiotepec Chinantec,,,I,L
chr,,chr,chr,Cherokee,,,I,L
cht,,,,Cholón,,,I,E
chu,cu,chu,chu,Church Slavic,ѩзыкъ словѣньскъ,Indo-European,I,H
chv,cv,chv,chv,Chuvash,чӑваш чӗлхи,Turkic,I,L
chw,,,,Chuwabu,,,I,L
chx,,,,Chantyal,,,I,L
chy,,chy,chy,Cheyenne,,,I,L
chz,,,,Ozumacín Chinantec,,,I,L
cia,,,,Cia-Cia,,,I,L
cib,,,,Ci Gbe,,,I,L
cic,,,,Chickasaw,,,I,L
cid,,,,Chimariko,,,I,E
cie,,,,Cineni,,,I,L
cih,,,,Chinali,,,I,L
cik,,,,Chitkuli Kinnauri,,,I,L
cim,,,,Cimbrian,,,I,L
cin,,,,Cinta Larga,,,I,L
cip,,,,Chiapanec,,,I,L
cir,,,,Tiri,,,I,L
ciw,,,,Chippewa,,,I,L
ciy,,,,Chaima,,,I,L
cja,,,,Western Cham,,,I,L
cje,,,,Chru,,,I,L
cjh,,,,Upper Chehalis,,,I,E
cji,,,,Chamalal,,,I,L
cjk,,,,Chokwe,,,I,L
cjm,,,,Eastern Cham,,,I,L
cjn,,,,Chenapian,,,I,L
cjo,,,,Ashéninka Pajonal,,,I,L
cjp,,,,Cabécar,,,I,L
cjs,,,,Shor,,,I,L
cjv,,,,Chuave,,,I,L
cjy,,,,Jinyu Chinese,,,I,L
ckb,,,,Central Kurdish,,,I,L
ckh,,,,Chak,,,I,L
ckl,,,,Cibak,,,I,L
ckm,,,,Chakavian,,,I,L
ckn,,,,Kaang Chin,,,I,L
cko,,,,Anufo,,,I,L
ckq,,,,Kajakse,,,I,L
ckr,,,,Kairak,,,I,L
cks,,,,Tayo,,,I,L
ckt,,,,Chukot,,,I,L
cku,,,,Koasati,,,I,L
ckv,,,,Kavalan,,,I,L
ckx,,,,Caka,,,I,L
cky,,,,Cakfem-Mushere,,,I,L
ckz,,,,Cakchiquel-Quiché Mixed Language,,,I,L
cla,,,,Ron,,,I,L
clc,,,,Chilcotin,,,I,L
cld,,,,Chaldean Neo-Aramaic,,,I,L
cle,,,,Lealao Chinantec,,,I,L
clh,,,,Chilisso,,,I,L
cli,,,,Chakali,,,I,L
clj,,,,Laitu Chin,,,I,L
clk,,,,Idu-Mishmi,,,I,L
cll,,,,Chala,,,I,L
clm,,,,Klallam,,,I,L
clo,,,,Lowland Oaxaca Chontal,,,I,L
cls,,,,Classical Sanskrit,,,I,H
clt,,,,Lautu Chin,,,I,L
clu,,,,Caluyanun,,,I,L
clw,,,,Chulym,,,I,L
cly,,,,Eastern Highland Chatino,,,I,L
cma,,,,Maa,,,I,L
cme,,,,Cerma,,,I,L
cmg,,,,Classical Mongolian,,,I,H
cmi,,,,Emberá-Chamí,,,I,L
cml,,,,Campalagian,,,I,L
cmm,,,,Michigamea,,,I,E
cmn,,,,Mandarin Chinese,,,I,L
cmo,,,,Central Mnong,,,I,L
cmr,,,,Mro-Khimi Chin,,,I,L
cms,,,,Messapic,,,I,H
cmt,,,,Camtho,,,I,L
cna,,,,Changthang,,,I,L
cnb,,,,Chinbon Chin,,,I,L
cnc,,,,Côông,,,I,L
cng,,,,Northern Qiang,,,I,L
cnh,,,,Hakha Chin,,,I,L
cni,,,,Asháninka,,,I,L
cnk,,,,Khumi Chin,,,I,L
cnl,,,,Lalana Chinantec,,,I,L
cno,,,,Con,,,I,L
cnp,,,,Northern Ping Chinese,,,I,L
cnq,,,,Chung,,,I,L
cnr,,cnr,cnr,Montenegrin,,,I,L
cns,,,,Central Asmat,,,I,L
cnt,,,,Tepetotutla Chinantec,,,I,L
cnu,,,,Chenoua,,,I,L
cnw,,,,Ngawn Chin,,,I,L
cnx,,,,Middle Cornish,,,I,H
coa,,,,Cocos Islands Malay,,,I,L
cob,,,,Chicomuceltec,,,I,E
coc,,,,Cocopa,,,I,L
cod,,,,Cocama-Cocamilla,,,I,L
coe,,,,Koreguaje,,,I,L
cof,,,,Colorado,,,I,L
cog,,,,Chong,,,I,L
coh,,,,Chonyi-Dzihana-Kauma,,,I,L
coj,,,,Cochimi,,,I,E
cok,,,,Santa Teresa Cora,,,I,L
col,,,,Columbia-Wenatchi,,,I,L
com,,,,Comanche,,,I,L
con,,,,Cofán,,,I,L
coo,,,,Comox,,,I,L
cop,,cop,cop,Coptic,,,I,E
coq,,,,Coquille,,,I,E
cor,kw,cor,cor,Cornish,Kernewek,Indo-European,I,L
cos,co,cos,cos,Corsican,"corsu, lingua corsa",Indo-European,I,L
cot,,,,Caquinte,,,I,L
cou,,,,Wamey,,,I,L
cov,,,,Cao Miao,,,I,L
cow,,,,Cowlitz,,,I,E
cox,,,,Nanti,,,I,L
coz,,,,Chochotec,,,I,L
cpa,,,,Palantla Chinantec,,,I,L
cpb,,,,Ucayali-Yurúa Ashéninka,,,I,L
cpc,,,,Ajyíninka Apurucayali,,,I,L
cpg,,,,Cappadocian Greek,,,I,E
cpi,,,,Chinese Pidgin English,,,I,L
cpn,,,,Cherepon,,,I,L
cpo,,,,Kpeego,,,I,L
cps,,,,Capiznon,,,I,L
cpu,,,,Pichis Ashéninka,,,I,L
cpx,,,,Pu-Xian Chinese,,,I,L
cpy,,,,South Ucayali Ashéninka,,,I,L
cqd,,,,Chuanqiandian Cluster Miao,,,I,L
cra,,,,Chara,,,I,L
crb,,,,Island Carib,,,I,E
crc,,,,Lonwolwol,,,I,L
crd,,,,Coeur d'Alene,,,I,L
cre,cr,cre,cre,Cree,ᓀᐦᐃᔭᐍᐏᐣ,Algonquian,M,L
crf,,,,Caramanta,,,I,E
crg,,,,Michif,,,I,L
crh,,crh,crh,Crimean Tatar,,,I,L
cri,,,,Sãotomense,,,I,L
crj,,,,Southern East Cree,,,I,L
crk,,,,Plains Cree,,,I,L
crl,,,,Northern East Cree,,,I,L
crm,,,,Moose Cree,,,I,L
crn,,,,El Nayar Cora,,,I,L
cro,,,,Crow,,,I,L
crq,,,,Iyo'wujwa Chorote,,,I,L
crr,,,,Carolina Algonquian,,,I,E
crs,,,,Seselwa Creole French,,,I,L
crt,,,,Iyojwa'ja Chorote,,,I,L
crv,,,,Chaura,,,I,L
crw,,,,Chrau,,,I,L
crx,,,,Carrier,,,I,L
cry,,,,Cori,,,I,L
crz,,,,Cruzeño,,,I,E
csa,,,,Chiltepec Chinantec,,,I,L
csb,,csb,csb,Kashubian,,,I,L
csc,,,,Catalan Sign Language,,,I,L
csd,,,,Chiangmai Sign Language,,,I,L
cse,,,,Czech Sign Language,,,I,L
csf,,,,Cuba Sign Language,,,I,L
csg,,,,Chilean Sign Language,,,I,L
csh,,,,Asho Chin,,,I,L
csi,,,,Coast Miwok,,,I,E
csj,,,,Songlai Chin,,,I,L
csk,,,,Jola-Kasa,,,I,L
csl,,,,Chinese Sign Language,,,I,L
csm,,,,Central Sierra Miwok,,,I,L
csn,,,,Colombian Sign Language,,,I,L
cso,,,,Sochiapam Chinantec,,,I,L
csp,,,,Southern Ping Chinese,,,I,L
csq,,,,Croatia Sign Language,,,I,L
csr,,,,Costa Rican Sign Language,,,I,L
css,,,,Southern Ohlone,,,I,E
cst,,,,Northern Ohlone,,,I,L
csv,,,,Sumtu Chin,,,I,L
csw,,,,Swampy Cree,,,I,L
